Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Sacred Heart,NEC,21-Jul,-16.77,93.9,110.7,69.9,-0.003,-7.57,-1.83
UMBC,NEC,20-Jul,-16.78,90,106.8,64.9,-0.057,-8.78,-1.84
Northwestern St.,Slnd,21-Jun,-16.93,85.2,102.1,70.6,0.001,-6.04,0.44
Western Illinois,MCon,21-May,-17.26,93.5,110.7,67,0.05,-2.08,2.05
High Point,BSth,20-Jul,-17.75,95.6,113.4,68.2,-0.03,-9.47,-4.59
Chicago St.,MCon,27-Mar,-18.22,93.2,111.4,65.7,-0.037,-2.2,0.27
Alabama A&M,SWAC,18-Jul,-18.25,90,108.2,72.3,-0.087,-13.35,-8.38
New Hampshire,AE,23-May,-18.5,94,112.5,70.4,-0.037,-5.14,-4.24
Albany,AE,21-Jul,-18.51,94.8,113.3,65.9,0.05,-6.11,-7.64
Southern,SWAC,19-Jul,-18.97,90.1,109,69,-0.108,-14.06,-16.21
Radford,BSth,20-Oct,-19.59,88.6,108.2,68.5,0.067,-8.55,-1.71
Bethune Cookman,MEAC,22-Aug,-22.4,89.4,111.8,67.1,-0.018,-12.93,-0.97
Loyola MD,MAAC,24-Apr,-22.7,87.7,110.4,63.9,0.001,-4.92,-13.59
Columbia,Ivy,25-Feb,-22.93,82.7,105.7,60,-0.032,-4.01,-5.28
Towson,CAA,24-Apr,-23.81,84.6,108.4,66.4,-0.015,-3.46,-10.4
Campbell,ASun,22-Apr,-24.53,92.2,116.7,66.4,-0.012,-7.22,-9.87
Maryland Eastern Shore,MEAC,23-May,-24.66,91.4,116.1,64,-0.055,-12.78,-5.18
Morgan St.,MEAC,22-Jul,-25.36,92.1,117.4,68.7,-0.018,-14.73,-10.98
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Nicholls St.,Slnd,25-Jan,-25.55,87.5,113,62.1,-0.082,-3.85,11.15
Arkansas Pine Bluff,SWAC,24-Apr,-25.62,77.2,102.9,67.7,0.014,-4.44,16.45
Army,Pat,22-Mar,-25.67,85.6,111.3,62.2,0.026,-6.28,-9.59
Savannah St.,ind,23-Mar,-26.95,78.2,105.2,73.2,-0.003,-7.01,-2.94
Morris Brown,ind,20-Apr,-27.55,86.9,114.4,65.4,0.003,-9.23,-7.52
Tennessee St.,OVC,24-Jan,-27.8,91,118.8,75.7,-0.008,-2.94,-3.95
North Carolina A&T,MEAC,25-Jan,-35.37,84.1,119.4,68.7,-0.013,-9.84,11.86
