,Unnamed: 0,Season,TeamName,Tempo,AdjTempo,OE,AdjOE,DE,AdjDE,AdjEM,seed,ConfTournament,SOSAdjEM,NCSOSAsjEM,O_eFG_Pct,D_eFG_Pct,O-D_eFG_Pct,O_TO_Pct,D_TO_Pct,D-O_TO_Pct,O_OR_Pct,D_OR_Pct,O-D_OR_Pct,O_FT_Rate,D_FT_Rate,O-D_FT_Rate,LastTenRecord
77,214,2005,Utah St,62.0265,61.3897,116.928,116.735,92.2843,96.4473,20.2874,14,1,-2.48,-4.48,58.2048,45.2962,12.9086,19.8646,19.2626,-0.602,35.0486,28.3521,6.6965,38.1863,23.2869,14.8994,0.8
78,243,2005,Pennsylvania,67.2645,67.7962,101.087,102.365,89.5895,92.16,10.2052,13,0,-1.72,3.31,49.3671,46.1213,3.2458,22.601,23.3629,0.7619,35.5655,29.5344,6.0311,40.5063,38.1356,2.3707,0.9
79,255,2005,Montana,69.7804,68.1769,99.3577,99.6469,98.7188,102.655,-3.0079700000000003,16,1,-4.35,4.56,51.7011,48.5723,3.1288,24.1049,19.6099,-4.495,32.6974,29.9378,2.7596,46.2308,29.6037,16.6271,0.8
80,253,2005,Chattanooga,70.044,67.6872,100.381,99.1811,96.7598,99.6517,-0.470586,15,1,-3.78,5.69,49.0591,49.8117,-0.7526,24.8141,21.4443,-3.3698,38.3619,27.0206,11.3413,42.8293,28.5625,14.2668,0.7
81,250,2005,Winthrop,63.6744,62.9522,104.113,101.652,91.7478,96.6464,5.00565,14,1,-7.69,2.26,50.2252,46.4238,3.8014,21.4052,22.7561,1.3509,34.0654,30.1282,3.9372,41.1197,40.1069,1.0128,1.0
82,246,2005,Louisiana Lafayette,69.1523,67.7535,104.217,107.206,97.8948,97.5553,9.65038,13,1,2.67,9.12,49.8857,50.6378,-0.7521,22.3765,24.7344,2.3579,40.2895,34.1701,6.1194,35.7143,43.9413,-8.227,0.4
83,227,2005,George Washington,70.5616,70.7679,109.07,110.008,94.3611,95.3032,14.7044,12,1,0.49,0.84,52.2286,49.0202,3.2084,20.8542,24.3769,3.5227,37.0038,32.6211,4.3827,39.6,33.3729,6.2271,0.8
84,254,2005,Oakland,65.9635,65.4975,106.299,107.721,110.592,108.701,-0.980674,16,1,1.99,14.37,50.4305,54.7368,-4.3063,18.0258,20.5592,2.5334,33.6191,36.1222,-2.5031,37.1986,35.2632,1.9354,0.6
85,257,2005,Central Florida,62.3906,59.9809,108.486,104.404,103.322,107.744,-3.33956,15,1,-8.61,-4.62,53.776,48.3596,5.4164,23.1284,18.6195,-4.5089,39.1022,33.2859,5.8163,36.9141,40.5678,-3.6537,0.9
86,247,2005,Ohio,65.7218,65.7035,108.21,109.952,102.673,101.921,8.03021,13,1,2.72,-4.24,51.6746,50.3683,1.3063,19.6793,22.794,3.1147,33.8285,35.1351,-1.3066,47.9665,30.5949,17.3716,0.8
87,224,2005,New Mexico,66.5754,65.5042,113.8,114.069,97.7445,98.4124,15.6566,12,1,-0.46,-10.69,56.9677,47.7753,9.1924,20.7126,21.3702,0.6576,33.0015,32.4178,0.5837,43.5407,27.8643,15.6764,0.9
88,258,2005,Delaware St,60.8458,59.5674,101.795,102.377,101.277,107.716,-5.33826,16,1,-7.47,9.89,48.8013,52.986,-4.1847,22.0473,26.4667,4.4194,33.5471,38.2783,-4.7312,42.0189,35.9593,6.0596,0.8
89,252,2005,Eastern Kentucky,66.7006,66.0513,105.046,102.465,100.259,101.106,1.35916,15,1,-3.87,1.72,52.425,48.3168,4.1082,21.1462,20.2961,-0.8501,33.7669,32.6212,1.1457,30.9509,41.1881,-10.2372,0.8
90,249,2005,Niagara,71.5742,69.6709,116.696,115.968,106.814,110.486,5.4820699999999984,14,1,-3.52,0.83,50.5483,51.6164,-1.0681,17.5246,16.9784,-0.5462,39.9567,29.6485,10.3082,41.3055,34.8493,6.4562,0.7
91,244,2005,Old Dominion,66.9834,65.9978,104.568,104.244,90.1731,94.2423,10.002,12,1,-3.2,-3.98,49.4678,46.3272,3.1406,17.7309,24.5712,6.8403,33.6851,31.0465,2.6386,36.1895,30.6622,5.5273,0.8
92,241,2005,Nevada,67.5176,65.796,102.928,104.061,92.2452,92.4275,11.6337,9,0,1.1,0.35,48.0527,44.0011,4.0516,21.0761,18.835,-2.2411,36.6251,28.7045,7.9206,45.4164,26.9125,18.5039,0.9
93,237,2005,UAB,72.3871,70.5468,106.845,110.113,98.3903,97.7445,12.3689,11,0,4.75,1.33,50.5261,50.4369,0.0892,18.0617,27.4039,9.3422,32.077,38.2533,-6.1763,38.8778,39.9235,-1.0457,0.5
94,231,2005,Pacific,64.2503,63.6235,111.788,113.489,97.9135,99.2906,14.1981,8,0,0.66,1.74,55.9762,47.393,8.5832,21.0282,16.6432,-4.385,35.5234,30.3619,5.1615,39.4869,23.2162,16.2707,0.9
95,235,2005,Iowa St,67.5643,66.7132,99.8464,103.174,93.5264,90.1667,13.0077,9,0,7.22,-3.06,46.8506,47.5202,-0.6696,18.9825,24.3522,5.3697,33.801,33.288000000000004,0.513,35.1728,30.4498,4.723,0.7
96,248,2005,Bucknell,63.5226,63.3119,100.019,101.077,91.5787,95.2281,5.8484,14,1,-2.34,2.28,51.2934,45.1242,6.1692,23.8151,23.7198,-0.0953,31.4054,32.4574,-1.052,42.3975,39.1884,3.2091,0.7
97,229,2005,Mississippi St,68.9691,68.5911,104.689,108.143,95.82,93.6936,14.4497,9,0,6.49,-1.84,49.5148,46.6517,2.8631,21.4277,19.3319,-2.0958,40.8079,29.9922,10.8157,40.4494,27.986,12.4634,0.5
98,233,2005,Vermont,65.565,64.9605,110.974,112.615,94.3801,98.97,13.6451,13,1,-1.71,5.11,50.7289,46.614,4.1149,17.8806,19.3587,1.4781,35.4553,27.847,7.6083,31.4255,26.9752,4.4503,0.7
